FromZone,ToZone,ArHour,Type,Dir,Lane,OrigWght,RevWght
5297,4608,9,Empty,NB,GP,15.55036974,14.930022928510521
5199,4653,9,Empty,NB,GP,15.55036974,14.930022928510521
5094,4540,13,Empty,NB,GP,15.55036974,11.479607544709314
5306,4650,13,Empty,NB,GP,15.55036974,11.479607544709314
5297,4653,14,Empty,NB,GP,15.55036974,18.359374967213167
5297,4644,8,Empty,NB,GP,15.55036974,20.088010377516746
5297,4644,10,Empty,NB,GP,15.55036974,18.086881395794087
4830,4659,8,Empty,NB,GP,15.55036974,20.088010377516746
5297,4627,13,Empty,NB,GP,15.55036974,11.479607544709314
5064,4652,17,Empty,NB,GP,15.55036974,15.910536881222805
5211,4644,9,Empty,NB,GP,15.55036974,14.930022928510521
5110,4644,8,Empty,NB,GP,15.55036974,20.088010377516746
4706,4627,10,Empty,NB,GP,15.55036974,18.086881395794087
5297,4653,11,Empty,NB,GP,15.55036974,17.20788992714359
5311,4608,14,Empty,NB,GP,15.55036974,18.359374967213167
5312,4627,16,Empty,NB,GP,15.55036974,24.07610748756422
5297,4633,16,Empty,NB,GP,15.55036974,24.07610748756422
5297,4624,16,Empty,NB,GP,15.55036974,24.07610748756422
4830,4653,16,Empty,NB,GP,15.55036974,24.07610748756422
5223,4652,12,Empty,NB,GP,15.55036974,19.09571107465268
5113,4608,7,Empty,NB,GP,15.55036974,48.04925745561218
5297,4608,15,Empty,NB,GP,15.55036974,17.76221576851955
5297,4608,12,Empty,NB,GP,15.55036974,19.09571107465268
4830,4608,10,Empty,NB,GP,15.55036974,18.086881395794087
5223,4624,14,Empty,NB,GP,15.55036974,18.359374967213167
5306,4608,9,Empty,NB,GP,15.55036974,14.930022928510521
5297,4653,8,Empty,NB,GP,15.55036974,20.088010377516746
5223,4643,8,Empty,NB,GP,15.55036974,20.088010377516746
5311,4595,12,Empty,NB,GP,15.55036974,19.09571107465268
5298,4597,7,Empty,NB,GP,15.55036974,48.04925745561218
5286,4540,12,Empty,NB,GP,15.55036974,19.09571107465268
5141,4641,15,Empty,NB,GP,15.55036974,17.76221576851955
5299,4653,11,Empty,NB,GP,15.55036974,17.20788992714359
5223,4624,7,Empty,NB,GP,15.55036974,48.04925745561218
5297,4590,15,Empty,NB,GP,15.55036974,17.76221576851955
5297,4608,15,Empty,NB,GP,15.55036974,17.76221576851955
5211,4626,14,Empty,NB,GP,15.55036974,18.359374967213167
5064,4607,17,Empty,NB,GP,15.55036974,15.910536881222805
5286,4653,11,Empty,NB,GP,15.55036974,17.20788992714359
4740,4644,10,Empty,NB,GP,15.55036974,18.086881395794087
5297,4607,11,Empty,NB,GP,15.55036974,17.20788992714359
5297,4653,15,Empty,NB,GP,15.55036974,17.76221576851955
5297,4531,7,Empty,NB,GP,15.55036974,48.04925745561218
5306,4643,13,Empty,NB,GP,15.55036974,11.479607544709314
5304,4631,17,Empty,NB,GP,15.55036974,15.910536881222805
5306,4631,10,Empty,NB,GP,15.55036974,18.086881395794087
5297,4633,9,Empty,NB,GP,15.55036974,14.930022928510521
5223,4643,17,Empty,NB,GP,15.55036974,15.910536881222805
5297,4644,18,Empty,NB,GP,15.55036974,20.989034526370286
5110,4644,18,Empty,NB,GP,15.55036974,20.989034526370286
5297,4633,18,Empty,NB,GP,15.55036974,20.989034526370286
5297,4608,18,Empty,NB,GP,15.55036974,20.989034526370286
5211,4644,19,Empty,NB,GP,15.55036974,16.654498914661257
5223,4624,19,Empty,NB,GP,15.55036974,16.654498914661257
5199,4653,19,Empty,NB,GP,15.55036974,16.654498914661257
5306,4608,19,Empty,NB,GP,15.55036974,16.654498914661257
4706,4627,20,Empty,NB,GP,15.55036974,0.0
5298,4597,20,Empty,NB,GP,15.55036974,0.0
5297,4644,20,Empty,NB,GP,15.55036974,0.0
4830,4608,21,Empty,NB,GP,7.775184869,0.0
5311,513,11,Loaded,NB,GP,12.87636436,14.2488612376633
5297,4607,15,Loaded,NB,GP,4.638281049,5.298018643318454
5311,4630,14,Loaded,NB,GP,4.638281049,5.476136092965886
5180,4607,14,Loaded,NB,GP,4.638281049,5.476136092965886
5297,4540,15,Loaded,NB,GP,4.638281049,5.298018643318454
5311,4595,12,Loaded,NB,GP,4.638281049,5.695766486825415
4830,4608,18,Loaded,NB,GP,4.638281049,6.260496870300802
5110,4653,12,Loaded,NB,GP,4.638281049,5.695766486825415
5064,4643,16,Loaded,NB,GP,4.638281049,7.181292467097084
4912,4169,17,Loaded,NB,GP,4.638281049,4.745709775939159
5110,4633,13,Loaded,NB,GP,4.638281049,3.424075890613738
4737,4607,13,Loaded,NB,GP,4.638281049,3.424075890613738
5308,4590,15,Loaded,NB,GP,4.638281049,5.298018643318454
5306,4450,16,Loaded,NB,GP,4.638281049,7.181292467097084
5297,4653,17,Loaded,NB,GP,4.638281049,4.745709775939159
5311,4595,13,Loaded,NB,GP,4.638281049,3.424075890613738
5311,4644,17,Loaded,NB,GP,4.638281049,4.745709775939159
5211,4608,13,Loaded,NB,GP,4.638281049,3.424075890613738
5297,4644,13,Loaded,NB,GP,4.638281049,3.424075890613738
5297,4544,12,Loaded,NB,GP,4.638281049,5.695766486825415
5311,4590,12,Loaded,NB,GP,4.638281049,5.695766486825415
5306,4644,10,Loaded,NB,GP,12.87636436,14.97670338124793
5276,4544,13,Loaded,NB,GP,4.638281049,3.424075890613738
4893,4472,14,Loaded,NB,GP,4.638281049,5.476136092965886
5263,4540,14,Loaded,NB,GP,4.638281049,5.476136092965886
5311,4595,13,Loaded,NB,GP,4.638281049,3.424075890613738
4878,4183,11,Loaded,NB,GP,12.87636436,14.2488612376633
5297,3522,16,Loaded,NB,GP,4.638281049,7.181292467097084
5311,4653,14,Loaded,NB,GP,4.638281049,5.476136092965886
5306,928,13,Loaded,NB,GP,4.638281049,3.424075890613738
5311,4544,14,Loaded,NB,GP,4.638281049,5.476136092965886
4830,4653,12,Loaded,NB,GP,4.638281049,5.695766486825415
5306,4631,15,Loaded,NB,GP,4.638281049,5.298018643318454
5311,4627,17,Loaded,NB,GP,4.638281049,4.745709775939159
5297,2524,13,Loaded,NB,GP,4.638281049,3.424075890613738
5311,173,15,Loaded,NB,GP,4.638281049,5.298018643318454
5312,4644,14,Loaded,NB,GP,4.638281049,5.476136092965886
4830,4590,15,Loaded,NB,GP,4.638281049,5.298018643318454
4881,4597,17,Loaded,NB,GP,4.638281049,4.745709775939159
5211,4654,18,Loaded,NB,GP,4.638281049,6.260496870300802
5297,4641,15,Loaded,NB,GP,4.638281049,5.298018643318454
5311,1427,17,Loaded,NB,GP,4.638281049,4.745709775939159
4830,4641,7,Loaded,NB,GP,12.87636436,39.78681899780855
5223,4649,13,Loaded,NB,GP,4.638281049,3.424075890613738
4850,4631,15,Loaded,NB,GP,4.638281049,5.298018643318454
4829,4653,17,Loaded,NB,GP,4.638281049,4.745709775939159
4830,4629,18,Loaded,NB,GP,4.638281049,6.260496870300802
5306,4644,13,Loaded,NB,GP,4.638281049,3.424075890613738
5306,4631,12,Loaded,NB,GP,4.638281049,5.695766486825415
5311,4623,13,Loaded,NB,GP,4.638281049,3.424075890613738
5306,851,17,Loaded,NB,GP,4.638281049,4.745709775939159
5306,4633,18,Loaded,NB,GP,4.638281049,6.260496870300802
5311,4590,8,Loaded,NB,GP,12.87636436,16.633722875686054
5306,4608,15,Loaded,NB,GP,4.638281049,5.298018643318454
5311,4595,14,Loaded,NB,GP,4.638281049,5.476136092965886
4878,4654,17,Loaded,NB,GP,4.638281049,4.745709775939159
5286,4607,13,Loaded,NB,GP,4.638281049,3.424075890613738
5306,4644,18,Loaded,NB,GP,4.638281049,6.260496870300802
5311,997,8,Loaded,NB,GP,12.87636436,16.633722875686054
5297,4652,15,Loaded,NB,GP,4.638281049,5.298018643318454
5297,4608,10,Loaded,NB,GP,12.87636436,14.97670338124793
5311,4595,18,Loaded,NB,GP,4.638281049,6.260496870300802
5311,4595,10,Loaded,NB,GP,12.87636436,14.97670338124793
5297,4653,11,Loaded,NB,GP,12.87636436,14.2488612376633
5311,4590,12,Loaded,NB,GP,4.638281049,5.695766486825415
5297,1118,12,Loaded,NB,GP,4.638281049,5.695766486825415
4876,4631,12,Loaded,NB,GP,4.638281049,5.695766486825415
5308,1714,11,Loaded,NB,GP,12.87636436,14.2488612376633
5297,4589,12,Loaded,NB,GP,4.638281049,5.695766486825415
5297,4653,14,Loaded,NB,GP,4.638281049,5.476136092965886
5306,4644,18,Loaded,NB,GP,4.638281049,6.260496870300802
5311,4597,15,Loaded,NB,GP,4.638281049,5.298018643318454
4893,4472,16,Loaded,NB,GP,4.638281049,7.181292467097084
5306,4631,10,Loaded,NB,GP,12.87636436,14.97670338124793
5094,4644,13,Loaded,NB,GP,4.638281049,3.424075890613738
5311,4608,15,Loaded,NB,GP,4.638281049,5.298018643318454
5306,4644,13,Loaded,NB,GP,4.638281049,3.424075890613738
5306,4647,17,Loaded,NB,GP,4.638281049,4.745709775939159
5306,4631,17,Loaded,NB,GP,4.638281049,4.745709775939159
5311,4595,12,Loaded,NB,GP,4.638281049,5.695766486825415
5312,2040,13,Loaded,NB,GP,4.638281049,3.424075890613738
5243,4653,8,Loaded,NB,GP,12.87636436,16.633722875686054
5297,4540,18,Loaded,NB,GP,4.638281049,6.260496870300802
5311,4630,13,Loaded,NB,GP,4.638281049,3.424075890613738
5311,4595,15,Loaded,NB,GP,4.638281049,5.298018643318454
5304,4185,15,Loaded,NB,GP,4.638281049,5.298018643318454
5311,4590,16,Loaded,NB,GP,4.638281049,7.181292467097084
5297,4590,11,Loaded,NB,GP,4.638281049,5.132677298195777
5286,4652,14,Loaded,NB,GP,4.638281049,5.476136092965886
5311,4590,9,Loaded,NB,GP,12.87636436,12.362690941612726
5297,4630,14,Loaded,NB,GP,4.638281049,5.476136092965886
5297,4607,16,Loaded,NB,GP,4.638281049,7.181292467097084
5311,4590,14,Loaded,NB,GP,4.638281049,5.476136092965886
5311,4608,15,Loaded,NB,GP,4.638281049,5.298018643318454
5297,4608,14,Loaded,NB,GP,4.638281049,5.476136092965886
5311,4644,17,Loaded,NB,GP,4.638281049,4.745709775939159
5122,877,16,Loaded,NB,GP,4.638281049,7.181292467097084
5068,1970,17,Loaded,NB,GP,4.638281049,4.745709775939159
5183,4626,17,Loaded,NB,GP,4.638281049,4.745709775939159
5311,4653,18,Loaded,NB,GP,4.638281049,6.260496870300802
4878,3544,16,Loaded,NB,GP,4.638281049,7.181292467097084
5311,4595,12,Loaded,NB,GP,4.638281049,5.695766486825415
5311,4595,16,Loaded,NB,GP,4.638281049,7.181292467097084
5286,4590,7,Loaded,NB,GP,12.87636436,39.78681899780855
4732,4608,9,Loaded,NB,GP,12.87636436,12.362690941612726
4977,4644,12,Loaded,NB,GP,4.638281049,5.695766486825415
5311,4607,14,Loaded,NB,GP,4.638281049,5.476136092965886
5311,4595,17,Loaded,NB,GP,4.638281049,4.745709775939159
5297,4235,15,Loaded,NB,GP,4.638281049,5.298018643318454
4716,4643,11,Loaded,NB,GP,12.87636436,14.2488612376633
5286,4643,9,Loaded,NB,GP,12.87636436,12.362690941612726
5311,4544,18,Loaded,NB,GP,4.638281049,6.260496870300802
5297,4641,16,Loaded,NB,GP,4.638281049,7.181292467097084
5297,4641,17,Loaded,NB,GP,4.638281049,4.745709775939159
5074,4641,16,Loaded,NB,GP,4.638281049,7.181292467097084
5311,4627,14,Loaded,NB,GP,4.638281049,5.476136092965886
5295,4653,16,Loaded,NB,GP,4.638281049,7.181292467097084
5311,4626,11,Loaded,NB,GP,4.638281049,5.132677298195777
5306,4653,12,Loaded,NB,GP,4.638281049,5.695766486825415
4977,4647,15,Loaded,NB,GP,4.638281049,5.298018643318454
5311,4654,17,Loaded,NB,GP,4.638281049,4.745709775939159
5286,4644,15,Loaded,NB,GP,4.638281049,5.298018643318454
5124,4451,15,Loaded,NB,GP,4.638281049,5.298018643318454
5311,4595,17,Loaded,NB,GP,4.638281049,4.745709775939159
4941,4654,15,Loaded,NB,GP,4.638281049,5.298018643318454
4830,4644,13,Loaded,NB,GP,4.638281049,3.424075890613738
5306,4647,14,Loaded,NB,GP,4.638281049,5.476136092965886
5297,4653,9,Loaded,NB,GP,12.87636436,12.362690941612726
5199,4644,15,Loaded,NB,GP,4.638281049,5.298018643318454
5122,4633,17,Loaded,NB,GP,4.638281049,4.745709775939159
5297,4653,9,Loaded,NB,GP,12.87636436,12.362690941612726
5311,4595,16,Loaded,NB,GP,4.638281049,7.181292467097084
5297,4607,14,Loaded,NB,GP,4.638281049,5.476136092965886
4830,4641,18,Loaded,NB,GP,12.87636436,17.37980901150283
5286,4590,19,Loaded,NB,GP,12.87636436,13.790630056584618
5311,997,19,Loaded,NB,GP,12.87636436,13.790630056584618
5311,4590,20,Loaded,NB,GP,12.87636436,0.0
5243,4653,20,Loaded,NB,GP,12.87636436,0.0
4732,4608,21,Loaded,NB,GP,12.87636436,0.0
5297,4590,18,Loaded,NB,GP,4.638281049,6.260496870300802
5311,4626,18,Loaded,NB,GP,4.638281049,6.260496870300802
4876,4631,18,Loaded,NB,GP,4.638281049,6.260496870300802
5297,1118,19,Loaded,NB,GP,4.638281049,4.967614790169777
4977,4644,19,Loaded,NB,GP,4.638281049,4.967614790169777
5311,4590,19,Loaded,NB,GP,4.638281049,4.967614790169777
5297,4589,19,Loaded,NB,GP,4.638281049,4.967614790169777
5306,4631,19,Loaded,NB,GP,4.638281049,4.967614790169777
5297,4544,19,Loaded,NB,GP,4.638281049,4.967614790169777
5110,4653,19,Loaded,NB,GP,4.638281049,4.967614790169777
5311,4595,19,Loaded,NB,GP,4.638281049,4.967614790169777
5311,4595,19,Loaded,NB,GP,4.638281049,4.967614790169777
5306,4653,19,Loaded,NB,GP,4.638281049,4.967614790169777
4830,4653,19,Loaded,NB,GP,4.638281049,4.967614790169777
5311,4590,19,Loaded,NB,GP,4.638281049,4.967614790169777
5311,4595,20,Loaded,NB,GP,4.638281049,0.0
4737,4607,20,Loaded,NB,GP,4.638281049,0.0
5297,2524,20,Loaded,NB,GP,4.638281049,0.0
5312,2040,20,Loaded,NB,GP,4.638281049,0.0
5297,2477,13,Loaded,NB,FAST,3.723357756,1.719059303481599
4952,4653,14,Loaded,NB,FAST,3.723357756,1.719059303481599
5286,4633,12,Loaded,NB,FAST,3.723357756,3.469412780860665
5297,4641,16,Loaded,NB,FAST,3.723357756,3.469412780860665
5311,4623,13,Loaded,NB,FAST,3.723357756,4.803802311550162
5297,4608,10,Loaded,NB,FAST,7.51449642,1.734706389896346
5141,4607,18,Loaded,NB,FAST,3.723357756,3.274398673552563
5311,4608,18,Loaded,NB,FAST,3.723357756,0.8595296517407995
5311,4643,18,Loaded,NB,FAST,3.723357756,3.469412780860665
5311,4644,11,Loaded,NB,FAST,3.723357756,6.0714723662391705
5141,4425,14,Loaded,NB,FAST,3.723357756,1.719059303481599
4830,4312,13,Loaded,NB,FAST,3.723357756,0.8595296517407995
5297,4590,17,Loaded,NB,FAST,3.723357756,3.274398673552563
4847,4597,16,Loaded,NB,FAST,3.723357756,3.141954897333198
5311,4590,14,Loaded,NB,FAST,3.723357756,4.803802311550162
5306,4631,17,Loaded,NB,FAST,3.723357756,5.572087193115139
5297,4653,15,Loaded,NB,FAST,3.723357756,5.572087193115139
5297,969,16,Loaded,NB,FAST,3.723357756,5.572087193115139
5306,4643,11,Loaded,NB,FAST,7.51449642,11.24561001417579
5311,4595,13,Loaded,NB,FAST,3.723357756,2.8571634661513823
4830,4643,15,Loaded,NB,FAST,3.723357756,28.650988394919892
5311,4544,15,Loaded,NB,FAST,3.723357756,7.632708117252679
5297,4522,14,Loaded,NB,FAST,3.723357756,2.8571634661513823
5297,4641,12,Loaded,NB,FAST,3.723357756,3.274398673552563
5311,4595,16,Loaded,NB,FAST,3.723357756,4.803802311550162
5297,4641,16,Loaded,NB,FAST,3.723357756,1.719059303481599
5311,4595,15,Loaded,NB,FAST,3.723357756,0.8595296517407995
5003,4654,14,Loaded,NB,FAST,3.723357756,0.8595296517407995
4878,2010,16,Loaded,NB,FAST,3.723357756,2.8571634661513823
5297,4641,15,Loaded,NB,FAST,3.723357756,28.650988394919892
5297,4641,16,Loaded,NB,FAST,3.723357756,2.8571634661513823
5306,4631,17,Loaded,NB,FAST,3.723357756,7.632708117252679
5311,4544,16,Loaded,NB,FAST,3.723357756,3.141954897333198
5286,4590,12,Loaded,NB,FAST,3.723357756,28.650988394919892
5297,4653,16,Loaded,NB,FAST,3.723357756,7.632708117252679
5085,4123,14,Loaded,NB,FAST,3.723357756,7.632708117252679
4952,4540,9,Loaded,NB,FAST,7.51449642,9.695054206688928
5297,4608,12,Loaded,NB,FAST,3.723357756,6.0714723662391705
5311,4595,12,Loaded,NB,FAST,3.723357756,3.141954897333198
5064,4608,9,Loaded,NB,FAST,7.51449642,6.608405295962052
5311,4627,13,Loaded,NB,FAST,3.723357756,3.141954897333198
5211,4627,16,Loaded,NB,FAST,3.723357756,7.632708117252679
5311,4644,16,Loaded,NB,FAST,3.723357756,28.650988394919892
5298,4608,11,Loaded,NB,FAST,7.51449642,7.0019835930671315
5311,4644,14,Loaded,NB,FAST,3.723357756,6.0714723662391705
5297,4540,13,Loaded,NB,FAST,3.723357756,3.274398673552563
5311,4608,10,Loaded,NB,FAST,7.51449642,3.469412780860665
5311,4627,11,Loaded,NB,FAST,3.723357756,6.0714723662391705
5112,4608,16,Loaded,NB,FAST,3.723357756,8.403688734865725
5297,4541,14,Loaded,NB,FAST,3.723357756,8.403688734865725
5297,4654,17,Loaded,NB,FAST,3.723357756,8.403688734865725
5311,4607,13,Loaded,NB,FAST,3.723357756,8.403688734865725
5312,4590,15,Loaded,NB,FAST,3.723357756,5.957025930660583
5311,4644,13,Loaded,NB,FAST,3.723357756,5.957025930660583
5112,4608,13,Loaded,NB,FAST,3.723357756,5.957025930660583
5192,4654,13,Loaded,NB,FAST,3.723357756,5.957025930660583
5306,4608,17,Loaded,NB,FAST,3.723357756,0.0
5212,4608,11,Loaded,NB,FAST,3.723357756,0.0
5212,4653,17,Loaded,NB,FAST,3.723357756,0.0
5297,4608,16,Loaded,NB,FAST,3.723357756,0.0
5297,4590,17,Loaded,NB,FAST,3.723357756,3.141954897333198
5112,4540,12,Loaded,NB,FAST,3.723357756,7.632708117252679
5074,4630,9,Loaded,NB,FAST,7.51449642,9.695054206688928
5311,4222,15,Loaded,NB,FAST,3.723357756,4.803802311550162
5297,4608,15,Loaded,NB,FAST,3.723357756,7.632708117252679
5312,4653,12,Loaded,NB,FAST,3.723357756,2.8571634661513823
5286,4607,11,Loaded,NB,FAST,7.51449642,16.960360258976202
5311,4544,11,Loaded,NB,FAST,7.51449642,5.766339429773162
5297,4653,9,Loaded,NB,FAST,7.51449642,11.24561001417579
5282,4611,12,Loaded,NB,FAST,3.723357756,6.0714723662391705
4830,4608,8,Loaded,NB,FAST,7.51449642,7.0019835930671315
5199,4633,13,Loaded,NB,FAST,3.723357756,3.469412780860665
5282,4611,8,Loaded,NB,FAST,7.51449642,15.40436390709723
4830,2253,8,Loaded,NB,FAST,7.51449642,11.24561001417579
4830,4653,12,Loaded,NB,FAST,3.723357756,6.0714723662391705
5112,4653,18,Loaded,NB,FAST,3.723357756,3.469412780860665
5306,4629,18,Loaded,NB,FAST,3.723357756,6.0714723662391705
5306,4608,14,Loaded,NB,FAST,3.723357756,3.469412780860665
5306,4597,18,Loaded,NB,FAST,3.723357756,3.469412780860665
5311,4627,17,Loaded,NB,FAST,3.723357756,2.8571634661513823
5297,4641,12,Loaded,NB,FAST,3.723357756,2.8571634661513823
5311,4608,10,Loaded,NB,FAST,7.51449642,6.608405295962052
5311,4595,16,Loaded,NB,FAST,3.723357756,3.469412780860665
5308,1714,17,Loaded,NB,FAST,3.723357756,4.803802311550162
5306,4649,10,Loaded,NB,FAST,7.51449642,9.695054206688928
5306,4631,15,Loaded,NB,FAST,3.723357756,3.469412780860665
5297,4653,14,Loaded,NB,FAST,3.723357756,3.141954897333198
4830,4653,14,Loaded,NB,FAST,3.723357756,5.572087193115139
5297,4608,7,Loaded,NB,FAST,7.51449642,9.695054206688928
4830,4653,11,Loaded,NB,FAST,7.51449642,7.0019835930671315
5311,4607,16,Loaded,NB,FAST,3.723357756,4.803802311550162
5212,4653,12,Loaded,NB,FAST,3.723357756,2.8571634661513823
5312,4608,10,Loaded,NB,FAST,7.51449642,15.40436390709723
5183,4641,17,Loaded,NB,FAST,3.723357756,6.0714723662391705
5287,4607,18,Loaded,NB,FAST,3.723357756,3.469412780860665
5312,4197,17,Loaded,NB,FAST,3.723357756,7.632708117252679
5306,4643,17,Loaded,NB,FAST,3.723357756,4.803802311550162
5286,4652,16,Loaded,NB,FAST,3.723357756,7.632708117252679
5311,4590,10,Loaded,NB,FAST,7.51449642,12.2534712870665
5306,4631,15,Loaded,NB,FAST,3.723357756,8.403688734865725
5311,4653,11,Loaded,NB,FAST,3.723357756,7.632708117252679
5117,4631,14,Loaded,NB,FAST,3.723357756,6.0714723662391705
4961,4647,15,Loaded,NB,FAST,3.723357756,28.650988394919892
4878,4541,15,Loaded,NB,FAST,3.723357756,3.469412780860665
5298,4608,9,Loaded,NB,FAST,7.51449642,15.40436390709723
5299,4608,14,Loaded,NB,FAST,3.723357756,6.0714723662391705
5297,4653,18,Loaded,NB,FAST,3.723357756,8.403688734865725
5112,4608,13,Loaded,NB,FAST,3.723357756,3.469412780860665
5297,4623,18,Loaded,NB,FAST,3.723357756,2.8571634661513823
5118,3971,16,Loaded,NB,FAST,3.723357756,3.469412780860665
5112,4608,11,Loaded,NB,FAST,3.723357756,6.0714723662391705
5211,4627,12,Loaded,NB,FAST,3.723357756,8.403688734865725
5311,4594,15,Loaded,NB,FAST,3.723357756,0.8595296517407995
5003,4608,12,Loaded,NB,FAST,3.723357756,7.632708117252679
5311,4013,17,Loaded,NB,FAST,3.723357756,4.803802311550162
5297,4607,17,Loaded,NB,FAST,3.723357756,6.0714723662391705
5297,4627,12,Loaded,NB,FAST,3.723357756,3.469412780860665
4952,4588,12,Loaded,NB,FAST,3.723357756,8.403688734865725
5297,4590,16,Loaded,NB,FAST,3.723357756,0.8595296517407995
5094,4644,16,Loaded,NB,FAST,3.723357756,7.632708117252679
4878,933,15,Loaded,NB,FAST,3.723357756,3.274398673552563
5199,4653,16,Loaded,NB,FAST,3.723357756,8.403688734865725
5306,4631,8,Loaded,NB,FAST,7.51449642,6.608405295962052
5311,4597,15,Loaded,NB,FAST,3.723357756,3.141954897333198
5297,4654,17,Loaded,NB,FAST,3.723357756,2.8571634661513823
5297,4653,12,Loaded,NB,FAST,3.723357756,2.8571634661513823
5311,4608,16,Loaded,NB,FAST,3.723357756,2.8571634661513823
5311,4607,13,Loaded,NB,FAST,3.723357756,3.141954897333198
5311,4590,17,Loaded,NB,FAST,3.723357756,2.8571634661513823
5297,4588,10,Loaded,NB,FAST,7.51449642,9.695054206688928
5306,4608,18,Loaded,NB,FAST,3.723357756,8.403688734865725
5297,4653,12,Loaded,NB,FAST,3.723357756,7.632708117252679
5297,2452,16,Loaded,NB,FAST,3.723357756,5.572087193115139
5297,4608,19,Loaded,NB,FAST,7.51449642,6.608405295962052
4830,2253,19,Loaded,NB,FAST,7.51449642,7.0019835930671315
4830,4608,19,Loaded,NB,FAST,7.51449642,15.40436390709723
5306,4631,20,Loaded,NB,FAST,7.51449642,7.0019835930671315
5282,4611,20,Loaded,NB,FAST,7.51449642,12.2534712870665
5212,4608,18,Loaded,NB,FAST,3.723357756,6.0714723662391705
5311,4653,18,Loaded,NB,FAST,3.723357756,2.8571634661513823
5311,4644,18,Loaded,NB,FAST,3.723357756,3.469412780860665
5112,4608,18,Loaded,NB,FAST,3.723357756,0.8595296517407995
